"Chitra Gupta Road , Delhi","Desh Bandhu Gupta Road, Guru Nanak Pura, Lakshmi Nagar, New Delhi, Delhi 110092, India",28.632828,77.280381,5,200,Delhi
"Claridge Hotal , Delhi","New Delhi, Delhi, India",28.635308,77.22496,3,200,Delhi
"Clock Tower (Old Subzi Mandi) , Delhi","Ghanta Ghar, GT Road, Block F, Malka Ganj, New Delhi, Delhi 110007, India",28.676336,77.202536,3,200,Delhi
"CR Park , Delhi","Chittaranjan Park, New Delhi, Delhi, India",28.538775,77.2477,3,200,Delhi
"D.S. Office Northen Railway , Delhi","Traffic Accounts Office, Northern Railway, State Entry Road, Railway Colony, Paharganj, New Delhi, Delhi 110006, India",28.637603,77.219633,3,200,Delhi
"Dabri Village , Delhi","Dabri, New Delhi, Delhi, India",28.609675,77.089542,3,200,Delhi
"Dabri Crossing , Delhi","Dabri Crossing, Block C3, Janakpuri, New Delhi, Delhi 110058",28.613478,77.087524,3,200,Delhi
"Dakshin Puri , Delhi","Dakshinpuri, New Delhi, Delhi 110044, India",28.520742,77.239078,3,200,Delhi
"Dallu Pura , Delhi","Dallupura, New Delhi, Delhi, India",28.606667,77.318889,3,200,Delhi
"Dariya Pur , Delhi","Police Station Darya Ganj, Bahadur Shah Zafar Road, Daryaganj, New Delhi, Delhi 110002, India",28.641994,77.240785,3,200,Delhi
"Daulatpur , Delhi","Daulatpur, New Delhi, Delhi, India",28.544245,76.961426,3,200,Delhi
"Daulatpur Crossing , Delhi","Daulatpur Crossing, Daulatpur, New Delhi, Delhi 110071",28.543991,76.970714,3,200,Delhi
"Daya Basti , Delhi","Daya Basti, New Delhi, Delhi, India",28.669285,77.172961,3,200,Delhi
"Dayalpur , Delhi","Dayalpur, Mustafabad, New Delhi, Delhi 110094, India",28.71844,77.26965,3,200,Delhi
"DB Gupta Market , Delhi","D B Gupta Market, Beadonpura, Karol Bagh, New Delhi, Delhi 110005",28.652573,77.193017,3,200,Delhi
"DCM , Delhi","DCM, New Barakhamba Road, Fire Brigade Lane, Barakhamba, New Delhi, Delhi 110001, India",28.629729,77.225653,3,200,Delhi
"DDU Marg , Delhi","New Delhi, Delhi, India",28.635308,77.22496,3,200,Delhi
"Defence Colony , Delhi","Defence Colony, New Delhi, Delhi, India",28.571482,77.23393,3,200,Delhi
"Dehisara Border , Delhi","New Delhi, Delhi, India",28.635308,77.22496,3,200,Delhi
"Delhi Gate , Delhi","Delhi Gate, Daryaganj, New Delhi, Delhi, India",28.640565,77.241773,3,200,Delhi
"Delhi Secretariat , Delhi","Delhi Secretariat, ITO, Vikram Nagar, New Delhi, Delhi 110002",28.628275,77.251609,3,200,Delhi
"Deoli Village , Delhi","Deoli, Sangam Vihar, New Delhi, Delhi, India",28.50207,77.22862,3,200,Delhi
"Dera More , Delhi","Dera More, Fatehpur Beri, New Delhi, Delhi 110047",28.44981,77.184231,3,200,Delhi
"Dera Village , Delhi","Dera Village, Dera Mandi, New Delhi, Delhi, India",28.440588,77.165772,3,200,Delhi
"Desu Colony , Delhi","Desu Colony, Vasant Kunj, New Delhi, Delhi, India",28.511063,77.175117,3,200,Delhi
"Desu Colony Singhu Border , Delhi","New Delhi, Delhi, India",28.635308,77.22496,3,200,Delhi
"Dev Nagar , Delhi","Dev Nagar, Karol Bagh, New Delhi, Delhi, India",28.655408,77.185181,3,200,Delhi
"Dhake Wala , Delhi","New Delhi, Delhi, India",28.635308,77.22496,3,200,Delhi
"Dhakka , Delhi","New Delhi, Delhi, India",28.635308,77.22496,3,200,Delhi
"Dhansa Border , Delhi","Dansa Border, Issapur, Delhi 124105",28.562627,76.84241,3,200,Delhi
"Dhansa Village , Delhi","Dhansa, New Delhi, Delhi, India",28.55188,76.863448,3,200,Delhi
"Dharam Pura , Delhi","Dharam Pura, Chandni Chowk, New Delhi, Delhi 110006, India",28.65453,77.232253,3,200,Delhi
"Dhaula Kuan , Delhi","Dhaula Kuan, New Delhi, Delhi, India",28.593924,77.164334,3,200,Delhi
"Dhool Siras , Delhi","Dhul Siras, Dwarka, New Delhi, Delhi, India",28.561306,77.041334,3,200,Delhi
"Dhool Siras Crossing , Delhi","Dhool Siras Crossing, Sector 25 Dwarka, Dwarka, New Delhi, Delhi 110061",28.551733,77.037369,3,200,Delhi
"Dichaon Kalan , Delhi","Dichaon Kalan, New Delhi, Delhi, India",28.640778,76.981588,3,200,Delhi
"Dilshad Garden , Delhi","Dilshad Garden, New Delhi, Delhi, India",28.684276,77.315212,3,200,Delhi
"Dilshad Garden A/D Blk , Delhi","Block A, Dilshad Garden, New Delhi, Delhi 110095, India",28.682382,77.314135,3,200,Delhi
"Dilshad Garden GT Road , Delhi","Grand Trunk Road, Dilshad Garden, New Delhi, 110095, India",28.675986,77.310542,5,200,Delhi
"Dilshad Garden Police Post , Delhi","Police Station Road, Nand Nagri, Mandoli, New Delhi, Delhi 110095, India",28.691911,77.305051,5,200,Delhi
"DK Depot , Delhi","D K Depot, Laxmi Vihar Colony, Dichaon Kalan, New Delhi, Delhi 110043",28.629439,76.997908,3,200,Delhi
"DPS Matiyala , Delhi","DPS Matiyala, Road Number 201, Sector 3, Dwarka, New Delhi, Delhi 110078, India",28.604716,77.046455,3,200,Delhi
"Dr RML Hospital , Delhi","Dr RML Hospital, Talkatora Garden, President's Estate, New Delhi, Delhi 110004, India",28.624819,77.198647,3,200,Delhi
"DTC Group Housing Society , Delhi","DTC Bus Depot, Police Lines, Co-operative Group Housing Societies Pitampura, West Enclave, Pitampura, New Delhi, Delhi 110083, India",28.68879,77.105736,3,200,Delhi
"Durala Border , Delhi","Daurala Border, Dauralla, Haryana 110073",28.507826,76.897034,3,200,Delhi
"Durga Chowk , Delhi","Durga Chowk, Bhalsawa Diary, Bhalswa, New Delhi, Delhi 110033",28.741357,77.163052,3,200,Delhi
"Durga Puri  , Delhi","Durga Puri, Sakdarpur, Shahdara, New Delhi, Delhi 110032",28.689384,77.295908,3,200,Delhi
"Dwarka DDA Booster Station , Delhi","DDA Booster Pump Station, Sector 19 Dwarka, Dwarka, New Delhi, Delhi 110075, India",28.571494,77.052684,3,200,
"Dwarka Gate , Delhi","Dwarka Gate, Sector 7 Dwarka, Dwarka, New Delhi, Delhi 110045",28.592769,77.079359,3,200,
"Dwarka Metro Station Sector-14 , Delhi","Dwarka Metro Station, Sector 16A, Dwarka, New Delhi, Delhi 110078, India",28.615029,77.022715,3,200,
"Dwarka More (U-Turn Under Flyover) , Delhi","New Delhi, Delhi, India",28.635308,77.22496,3,200,
"Dwarka Sector- 13,14 Crossing , Delhi","Dwarka Mode, Azad Hind Fauj Marg, Sewak Park, Dwarka, New Delhi, Delhi 110059, India",28.619164,77.031288,3,200,
"Dwarka Sector- 4&amp;5 Crossing , Delhi","4, 205 Delhi Road, Sector 19 Dwarka, Dwarka, New Delhi, Delhi 110075, India",28.586933,77.042903,8,200,
"Dwarka Sector-1 , Delhi","Sector 1 Dwarka, Dwarka, New Delhi, Delhi, India",28.596036,77.074434,3,200,
"Dwarka Sector-10 Distric Court , Delhi","Dwarka Courts Complex, Sector 10 Dwarka, Dwarka, New Delhi, Delhi 110075, India",28.580678,77.059565,3,200,
"Dwarka Sector-10 Golak Dham Tempal , Delhi","Sector 10 Dwarka, Dwarka, New Delhi, Delhi, India",28.583689,77.057886,3,200,
"Dwarka Sector-10 Metro Station , Delhi","Dwarka Sector 10, Sector 10 Dwarka, Dwarka, New Delhi, Delhi 110075, India",28.581188,77.057324,3,200,
"Dwarka Sector-10 Muthoot Hospital , Delhi","Dwarka Sector 10 Muthoot Hospital, Sector 10 Dwarka, Dwarka, New Delhi, Delhi 110075",28.582814,77.050455,3,200,
"Dwarka Sector-10 Near DTC Bus Terminal , Delhi","Dwarka Sector 10 DTC Bus Terminal, Sector 10 Dwarka, Dwarka, New Delhi, Delhi 110075",28.581169,77.051904,3,200,
"Dwarka Sector-10 Prerna Society , Delhi","Prerna Society Block A, 13, Sector 10 Dwarka, Dwarka, New Delhi, Delhi 110075, India",28.588284,77.061641,3,200,
"Dwarka Sector-10 Punit Apartment , Delhi","Nav Puneet Apartment, Sector 4, Dwarka, New Delhi, Delhi 110078, India",28.600262,77.048621,3,200,
"Dwarka Sector-10 Trml. , Delhi","DTC Dwarka Sector 10 Terminal, Sector 10 Dwarka, Dwarka, New Delhi, Delhi 110075, India",28.5814,77.053658,3,200,
"Dwarka Sector-11 Metro Station , Delhi","Dwaraka Sector 11 Metro Station, Sector 11 Dwarka, Dwarka, New Delhi, Delhi 110075",28.586566,77.049292,3,200,
"Dwarka Sector-12 Ashirvad Chowk , Delhi","Dwarka Sector 12 Ashirwad Chowk, Sector 12 Dwarka, Dwarka, New Delhi, Delhi 110078",28.595982,77.049271,3,200,
"Dwarka Sector-12 Ashoka Apartment , Delhi","Dwarka Sector 12 Ashoka Apartment, Sector 4, Dwarka, New Delhi, Delhi 110078",28.598897,77.046777,3,200,
"Dwarka Sector-12 Health Centre  , Delhi","Health 'N' Care, Sector 12 Dwarka, Dwarka, New Delhi, Delhi 110075, India",28.593956,77.044078,3,200,
"Dwarka Sector-12 KM Chowk , Delhi","K M Chowk, Sector 12 Dwarka, Dwarka, New Delhi, Delhi 110078, India",28.592196,77.04619,5,200,
"Dwarka Sector-12 Metro Station , Delhi","Dwarka Sector 9, Dwarka, New Delhi, Delhi 110075, India",28.57428,77.065279,3,200,
"Dwarka Sector-12 Pocket-8 DDA Flats , Delhi","Dwarkadheesh Apartment DDA Flats Flat, Sector 12 Dwarka, Dwarka, New Delhi, Delhi 110078, India",28.59487,77.047744,3,200,
